momset,momnum,naics,region,gravity,davgrid,dav,orderedvio,laginv,violation,modelmoment1
2,2,21,1,1,2,1,1,0,0,-9.668e-13
2,22,21,1,1,2,1,1,0,1,-1.138e-14
2,42,21,1,1,2,1,2,0,0,1.563e-48
2,62,21,1,1,2,1,2,0,1,5.035e-45
2,82,21,1,1,2,1,1,1,0,-8.029e-16
2,102,21,1,1,2,1,1,1,1,-8.059e-17
2,122,21,1,1,2,1,2,1,0,-8.377e-50
2,142,21,1,1,2,1,2,1,1,-3.729e-45
2,162,21,1,4,2,1,1,0,0,-4.892e-12
2,182,21,1,4,2,1,1,0,1,-5.748e-14
2,202,21,1,4,2,1,2,0,0,2.084e-49
2,222,21,1,4,2,1,2,0,1,5.726e-46
2,242,21,1,4,2,1,1,1,0,-1.507e-15
2,262,21,1,4,2,1,1,1,1,-1.249e-16
2,282,21,1,4,2,1,2,1,0,-2.864e-50
2,302,21,1,4,2,1,2,1,1,-1.379e-45
2,322,21,1,5,2,1,1,0,0,1.079e-12
2,342,21,1,5,2,1,1,0,1,1.116e-14
2,362,21,1,5,2,1,2,0,0,1.275e-48
2,382,21,1,5,2,1,2,0,1,9.609e-45
2,402,21,1,5,2,1,1,1,0,-2.297e-17
2,422,21,1,5,2,1,1,1,1,-2.233e-18
2,442,21,1,5,2,1,2,1,0,-4.914e-51
2,462,21,1,5,2,1,2,1,1,-6.135e-46
2,482,21,2,1,2,1,1,0,0,2.508e-10
2,502,21,2,1,2,1,1,0,1,5.562e-12
2,522,21,2,1,2,1,2,0,0,2.158e-44
2,542,21,2,1,2,1,2,0,1,4.931e-41
2,562,21,2,1,2,1,1,1,0,6.166e-14
2,582,21,2,1,2,1,1,1,1,2.256e-14
2,602,21,2,1,2,1,2,1,0,1.398e-45
2,622,21,2,1,2,1,2,1,1,6.424e-41
2,642,21,2,4,2,1,1,0,0,6.311e-11
2,662,21,2,4,2,1,1,0,1,1.508e-12
2,682,21,2,4,2,1,2,0,0,9.294e-48
2,702,21,2,4,2,1,2,0,1,8.251e-45
2,722,21,2,4,2,1,1,1,0,4.620e-14
2,742,21,2,4,2,1,1,1,1,1.871e-14
2,762,21,2,4,2,1,2,1,0,1.562e-48
2,782,21,2,4,2,1,2,1,1,5.184e-44
2,802,21,2,5,2,1,1,0,0,2.008e-10
2,822,21,2,5,2,1,1,0,1,4.914e-12
2,842,21,2,5,2,1,2,0,0,3.587e-45
2,862,21,2,5,2,1,2,0,1,1.531e-41
2,882,21,2,5,2,1,1,1,0,4.094e-15
2,902,21,2,5,2,1,1,1,1,-5.434e-15
2,922,21,2,5,2,1,2,1,0,-1.080e-46
2,942,21,2,5,2,1,2,1,1,-1.169e-41
2,962,21,3,1,2,1,1,0,0,1.216e-11
2,982,21,3,1,2,1,1,0,1,1.677e-13
2,1002,21,3,1,2,1,2,0,0,2.003e-47
2,1022,21,3,1,2,1,2,0,1,7.973e-44
2,1042,21,3,1,2,1,1,1,0,1.392e-14
2,1062,21,3,1,2,1,1,1,1,3.790e-15
2,1082,21,3,1,2,1,2,1,0,1.407e-44
2,1102,21,3,1,2,1,2,1,1,1.907e-40
2,1122,21,3,2,2,1,1,0,0,3.065e-11
2,1142,21,3,2,2,1,1,0,1,6.413e-13
2,1162,21,3,2,2,1,2,0,0,1.425e-54
2,1182,21,3,2,2,1,2,0,1,8.368e-51
2,1202,21,3,2,2,1,1,1,0,4.460e-14
2,1222,21,3,2,2,1,1,1,1,2.267e-14
2,1242,21,3,2,2,1,2,1,0,1.919e-50
2,1262,21,3,2,2,1,2,1,1,4.861e-45
2,1282,21,3,3,2,1,1,0,0,1.208e-11
2,1302,21,3,3,2,1,1,0,1,1.781e-13
2,1322,21,3,3,2,1,2,0,0,6.280e-49
2,1342,21,3,3,2,1,2,0,1,3.280e-45
2,1362,21,3,3,2,1,1,1,0,1.906e-14
2,1382,21,3,3,2,1,1,1,1,5.269e-15
2,1402,21,3,3,2,1,2,1,0,1.039e-45
2,1422,21,3,3,2,1,2,1,1,2.361e-41
2,1442,21,3,4,2,1,1,0,0,-1.964e-11
2,1462,21,3,4,2,1,1,0,1,-2.366e-13
2,1482,21,3,4,2,1,2,0,0,1.307e-48
2,1502,21,3,4,2,1,2,0,1,4.476e-45
2,1522,21,3,4,2,1,1,1,0,-2.224e-14
2,1542,21,3,4,2,1,1,1,1,-4.579e-15
2,1562,21,3,4,2,1,2,1,0,-4.224e-45
2,1582,21,3,4,2,1,2,1,1,-6.405e-41
2,1602,21,3,5,2,1,1,0,0,-1.087e-11
2,1622,21,3,5,2,1,1,0,1,-1.315e-13
2,1642,21,3,5,2,1,2,0,0,1.606e-47
2,1662,21,3,5,2,1,2,0,1,3.070e-43
2,1682,21,3,5,2,1,1,1,0,-1.291e-14
2,1702,21,3,5,2,1,1,1,1,-2.752e-15
2,1722,21,3,5,2,1,2,1,0,-6.159e-44
2,1742,21,3,5,2,1,2,1,1,-3.126e-39
2,1762,21,4,1,2,1,1,0,0,9.380e-12
2,1782,21,4,1,2,1,1,0,1,1.133e-13
2,1802,21,4,1,2,1,2,0,0,4.474e-47
2,1822,21,4,1,2,1,2,0,1,6.544e-44
2,1842,21,4,1,2,1,1,1,0,-3.325e-15
2,1862,21,4,1,2,1,1,1,1,-1.227e-15
2,1882,21,4,1,2,1,2,1,0,-1.302e-48
2,1902,21,4,1,2,1,2,1,1,-6.222e-44
2,1922,21,4,2,2,1,1,0,0,-7.658e-13
2,1942,21,4,2,2,1,1,0,1,-1.498e-14
2,1962,21,4,2,2,1,2,0,0,4.180e-53
2,1982,21,4,2,2,1,2,0,1,4.456e-51
2,2002,21,4,2,2,1,1,1,0,-2.357e-15
2,2022,21,4,2,2,1,1,1,1,-1.365e-15
2,2042,21,4,2,2,1,2,1,0,-6.885e-55
2,2062,21,4,2,2,1,2,1,1,-5.414e-51
2,2082,21,4,3,2,1,1,0,0,5.913e-12
2,2102,21,4,3,2,1,1,0,1,8.014e-14
2,2122,21,4,3,2,1,2,0,0,2.660e-48
2,2142,21,4,3,2,1,2,0,1,2.877e-45
2,2162,21,4,3,2,1,1,1,0,4.108e-15
2,2182,21,4,3,2,1,1,1,1,1.329e-15
2,2202,21,4,3,2,1,2,1,0,7.875e-50
2,2222,21,4,3,2,1,2,1,1,3.904e-45
2,2242,21,4,4,2,1,1,0,0,1.406e-12
2,2262,21,4,4,2,1,1,0,1,1.609e-14
2,2282,21,4,4,2,1,2,0,0,6.991e-49
2,2302,21,4,4,2,1,2,0,1,5.308e-46
2,2322,21,4,4,2,1,1,1,0,8.169e-16
2,2342,21,4,4,2,1,1,1,1,2.206e-16
2,2362,21,4,4,2,1,2,1,0,9.029e-51
2,2382,21,4,4,2,1,2,1,1,3.552e-46
2,2402,21,4,5,2,1,1,0,0,6.248e-12
2,2422,21,4,5,2,1,1,0,1,7.150e-14
2,2442,21,4,5,2,1,2,0,0,3.759e-48
2,2462,21,4,5,2,1,2,0,1,1.259e-44
2,2482,21,4,5,2,1,1,1,0,-7.907e-15
2,2502,21,4,5,2,1,1,1,1,-2.366e-15
2,2522,21,4,5,2,1,2,1,0,-6.505e-49
2,2542,21,4,5,2,1,2,1,1,-9.568e-44
2,2562,21,5,1,2,1,1,0,0,4.776e-12
2,2582,21,5,1,2,1,1,0,1,2.009e-14
2,2602,21,5,1,2,1,2,0,0,3.243e-41
2,2622,21,5,1,2,1,2,0,1,6.395e-37
2,2642,21,5,1,2,1,1,1,0,6.963e-16
2,2662,21,5,1,2,1,1,1,1,7.815e-17
2,2682,21,5,1,2,1,2,1,0,9.157e-40
2,2702,21,5,1,2,1,2,1,1,5.813e-35
2,2722,21,5,2,2,1,1,0,0,-2.432e-12
2,2742,21,5,2,2,1,1,0,1,-2.433e-14
2,2762,21,5,2,2,1,2,0,0,4.420e-47
2,2782,21,5,2,2,1,2,0,1,6.687e-44
2,2802,21,5,2,2,1,1,1,0,-8.861e-15
2,2822,21,5,2,2,1,1,1,1,-2.639e-15
2,2842,21,5,2,2,1,2,1,0,-5.839e-45
2,2862,21,5,2,2,1,2,1,1,-2.091e-40
2,2882,21,5,3,2,1,1,0,0,2.197e-12
2,2902,21,5,3,2,1,1,0,1,8.363e-15
2,2922,21,5,3,2,1,2,0,0,8.379e-43
2,2942,21,5,3,2,1,2,0,1,2.367e-38
2,2962,21,5,3,2,1,1,1,0,9.215e-16
2,2982,21,5,3,2,1,1,1,1,1.022e-16
2,3002,21,5,3,2,1,2,1,0,9.148e-41
2,3022,21,5,3,2,1,2,1,1,1.199e-35
2,3042,21,5,4,2,1,1,0,0,1.527e-12
2,3062,21,5,4,2,1,1,0,1,6.531e-15
2,3082,21,5,4,2,1,2,0,0,1.094e-42
2,3102,21,5,4,2,1,2,0,1,1.774e-38
2,3122,21,5,4,2,1,1,1,0,8.984e-16
2,3142,21,5,4,2,1,1,1,1,7.098e-17
2,3162,21,5,4,2,1,2,1,0,1.289e-40
2,3182,21,5,4,2,1,2,1,1,9.669e-36
2,3202,21,5,5,2,1,1,0,0,2.644e-12
2,3222,21,5,5,2,1,1,0,1,1.093e-14
2,3242,21,5,5,2,1,2,0,0,4.282e-41
2,3262,21,5,5,2,1,2,0,1,1.900e-36
2,3282,21,5,5,2,1,1,1,0,-4.262e-17
2,3302,21,5,5,2,1,1,1,1,-4.340e-18
2,3322,21,5,5,2,1,2,1,0,-1.477e-40
2,3342,21,5,5,2,1,2,1,1,-2.440e-35
2,3362,21,6,1,2,1,1,0,0,-4.437e-14
2,3382,21,6,1,2,1,1,0,1,-1.263e-16
2,3402,21,6,1,2,1,2,0,0,8.813e-41
2,3422,21,6,1,2,1,2,0,1,3.377e-36
2,3442,21,6,1,2,1,1,1,0,-6.914e-17
2,3462,21,6,1,2,1,1,1,1,-2.849e-18
2,3482,21,6,1,2,1,2,1,0,-3.319e-39
2,3502,21,6,1,2,1,2,1,1,-3.775e-34
2,3522,21,6,2,2,1,1,0,0,-9.352e-12
2,3542,21,6,2,2,1,1,0,1,-6.659e-14
2,3562,21,6,2,2,1,2,0,0,4.100e-47
2,3582,21,6,2,2,1,2,0,1,8.869e-44
2,3602,21,6,2,2,1,1,1,0,-1.583e-14
2,3622,21,6,2,2,1,1,1,1,-2.298e-15
2,3642,21,6,2,2,1,2,1,0,-5.164e-44
2,3662,21,6,2,2,1,2,1,1,-4.309e-39
2,3682,21,6,3,2,1,1,0,0,-1.150e-13
2,3702,21,6,3,2,1,1,0,1,-2.666e-16
2,3722,21,6,3,2,1,2,0,0,2.109e-42
2,3742,21,6,3,2,1,2,0,1,8.623e-38
2,3762,21,6,3,2,1,1,1,0,-1.560e-16
2,3782,21,6,3,2,1,1,1,1,-6.335e-18
2,3802,21,6,3,2,1,2,1,0,-3.741e-40
2,3822,21,6,3,2,1,2,1,1,-7.646e-35
2,3842,21,6,4,2,1,1,0,0,1.284e-14
2,3862,21,6,4,2,1,1,0,1,2.809e-17
2,3882,21,6,4,2,1,2,0,0,3.440e-41
2,3902,21,6,4,2,1,2,0,1,1.311e-36
2,3922,21,6,4,2,1,1,1,0,2.123e-18
2,3942,21,6,4,2,1,1,1,1,6.252e-20
2,3962,21,6,4,2,1,2,1,0,9.833e-41
2,3982,21,6,4,2,1,2,1,1,1.353e-35
2,4002,21,6,5,2,1,1,0,0,3.964e-14
2,4022,21,6,5,2,1,1,0,1,8.723e-17
2,4042,21,6,5,2,1,2,0,0,1.485e-40
2,4062,21,6,5,2,1,2,0,1,1.532e-35
2,4082,21,6,5,2,1,1,1,0,-1.041e-18
2,4102,21,6,5,2,1,1,1,1,-3.669e-20
2,4122,21,6,5,2,1,2,1,0,-2.391e-40
2,4142,21,6,5,2,1,2,1,1,-7.575e-35
2,4162,21,7,1,2,1,1,0,0,5.871e-12
2,4182,21,7,1,2,1,1,0,1,1.484e-13
2,4202,21,7,1,2,1,2,0,0,8.336e-55
2,4222,21,7,1,2,1,2,0,1,2.677e-51
2,4242,21,7,1,2,1,1,1,0,4.636e-15
2,4262,21,7,1,2,1,1,1,1,1.805e-15
2,4282,21,7,1,2,1,2,1,0,1.669e-52
2,4302,21,7,1,2,1,2,1,1,2.136e-47
2,4322,21,7,2,2,1,1,0,0,3.874e-11
2,4342,21,7,2,2,1,1,0,1,1.175e-12
2,4362,21,7,2,2,1,2,0,0,1.329e-59
2,4382,21,7,2,2,1,2,0,1,5.650e-57
2,4402,21,7,2,2,1,1,1,0,3.343e-14
2,4422,21,7,2,2,1,1,1,1,2.150e-14
2,4442,21,7,2,2,1,2,1,0,5.293e-57
2,4462,21,7,2,2,1,2,1,1,5.574e-52
2,4482,21,7,3,2,1,1,0,0,-3.445e-11
2,4502,21,7,3,2,1,1,0,1,-9.243e-13
2,4522,21,7,3,2,1,2,0,0,1.051e-56
2,4542,21,7,3,2,1,2,0,1,4.075e-53
2,4562,21,7,3,2,1,1,1,0,-3.478e-14
2,4582,21,7,3,2,1,1,1,1,-1.504e-14
2,4602,21,7,3,2,1,2,1,0,-2.090e-53
2,4622,21,7,3,2,1,2,1,1,-5.637e-48
2,4642,21,7,4,2,1,1,0,0,1.908e-11
2,4662,21,7,4,2,1,1,0,1,4.864e-13
2,4682,21,7,4,2,1,2,0,0,5.620e-55
2,4702,21,7,4,2,1,2,0,1,1.277e-51
2,4722,21,7,4,2,1,1,1,0,1.424e-14
2,4742,21,7,4,2,1,1,1,1,5.196e-15
2,4762,21,7,4,2,1,2,1,0,4.318e-52
2,4782,21,7,4,2,1,2,1,1,5.342e-47
2,4802,21,7,5,2,1,1,0,0,-1.128e-11
2,4822,21,7,5,2,1,1,0,1,-2.788e-13
2,4842,21,7,5,2,1,2,0,0,8.010e-55
2,4862,21,7,5,2,1,2,0,1,7.391e-51
2,4882,21,7,5,2,1,1,1,0,-7.981e-15
2,4902,21,7,5,2,1,1,1,1,-2.999e-15
2,4922,21,7,5,2,1,2,1,0,-5.955e-52
2,4942,21,7,5,2,1,2,1,1,-2.730e-46
2,4962,21,8,1,2,1,1,0,0,1.679e-11
2,4982,21,8,1,2,1,1,0,1,1.961e-13
2,5002,21,8,1,2,1,2,0,0,8.464e-38
2,5022,21,8,1,2,1,2,0,1,2.470e-33
2,5042,21,8,1,2,1,1,1,0,3.376e-15
2,5062,21,8,1,2,1,1,1,1,7.397e-16
2,5082,21,8,1,2,1,2,1,0,2.671e-34
2,5102,21,8,1,2,1,2,1,1,3.466e-30
2,5122,21,8,2,2,1,1,0,0,1.137e-11
2,5142,21,8,2,2,1,1,0,1,1.342e-13
2,5162,21,8,2,2,1,2,0,0,1.092e-43
2,5182,21,8,2,2,1,2,0,1,9.386e-40
2,5202,21,8,2,2,1,1,1,0,7.729e-15
2,5222,21,8,2,2,1,1,1,1,3.172e-15
2,5242,21,8,2,2,1,2,1,0,2.955e-39
2,5262,21,8,2,2,1,2,1,1,1.292e-34
2,5282,21,8,3,2,1,1,0,0,4.833e-12
2,5302,21,8,3,2,1,1,0,1,4.720e-14
2,5322,21,8,3,2,1,2,0,0,1.320e-39
2,5342,21,8,3,2,1,2,0,1,9.298e-35
2,5362,21,8,3,2,1,1,1,0,7.671e-16
2,5382,21,8,3,2,1,1,1,1,1.306e-16
2,5402,21,8,3,2,1,2,1,0,8.569e-36
2,5422,21,8,3,2,1,2,1,1,2.646e-31
2,5442,21,8,4,2,1,1,0,0,-1.306e-11
2,5462,21,8,4,2,1,1,0,1,-1.958e-13
2,5482,21,8,4,2,1,2,0,0,2.157e-38
2,5502,21,8,4,2,1,2,0,1,5.343e-34
2,5522,21,8,4,2,1,1,1,0,-4.089e-15
2,5542,21,8,4,2,1,1,1,1,-9.123e-16
2,5562,21,8,4,2,1,2,1,0,-1.265e-34
2,5582,21,8,4,2,1,2,1,1,-1.707e-30
2,5602,21,8,5,2,1,1,0,0,-6.150e-12
2,5622,21,8,5,2,1,1,0,1,-9.457e-14
2,5642,21,8,5,2,1,2,0,0,9.485e-38
2,5662,21,8,5,2,1,2,0,1,9.655e-33
2,5682,21,8,5,2,1,1,1,0,-3.140e-15
2,5702,21,8,5,2,1,1,1,1,-6.987e-16
2,5722,21,8,5,2,1,2,1,0,-5.487e-34
2,5742,21,8,5,2,1,2,1,1,-1.869e-29
2,5762,21,9,1,2,1,1,0,0,1.393e-12
2,5782,21,9,1,2,1,1,0,1,1.041e-14
2,5802,21,9,1,2,1,2,0,0,1.410e-22
2,5822,21,9,1,2,1,2,0,1,1.847e-19
2,5842,21,9,1,2,1,1,1,0,-1.114e-20
2,5862,21,9,1,2,1,1,1,1,-1.820e-20
2,5882,21,9,1,2,1,2,1,0,-7.542e-29
2,5902,21,9,1,2,1,2,1,1,-7.751e-25
2,5922,21,9,2,2,1,1,0,0,4.415e-14
2,5942,21,9,2,2,1,1,0,1,8.915e-17
2,5962,21,9,2,2,1,2,0,0,1.302e-29
2,5982,21,9,2,2,1,2,0,1,2.057e-27
2,6002,21,9,2,2,1,1,1,0,-2.862e-19
2,6022,21,9,2,2,1,1,1,1,-5.474e-20
2,6042,21,9,2,2,1,2,1,0,-8.668e-34
2,6062,21,9,2,2,1,2,1,1,-2.269e-30
2,6082,21,9,3,2,1,1,0,0,5.501e-13
2,6102,21,9,3,2,1,1,0,1,3.443e-15
2,6122,21,9,3,2,1,2,0,0,6.289e-23
2,6142,21,9,3,2,1,2,0,1,3.491e-20
2,6162,21,9,3,2,1,1,1,0,4.656e-20
2,6182,21,9,3,2,1,1,1,1,4.796e-20
2,6202,21,9,3,2,1,2,1,0,1.021e-28
2,6222,21,9,3,2,1,2,1,1,5.622e-25
2,6242,21,9,4,2,1,1,0,0,1.208e-13
2,6262,21,9,4,2,1,1,0,1,7.509e-16
2,6282,21,9,4,2,1,2,0,0,2.294e-25
2,6302,21,9,4,2,1,2,0,1,1.643e-22
2,6322,21,9,4,2,1,1,1,0,-1.591e-20
2,6342,21,9,4,2,1,1,1,1,-1.212e-20
2,6362,21,9,4,2,1,2,1,0,-1.307e-30
2,6382,21,9,4,2,1,2,1,1,-1.620e-26
2,6402,21,9,5,2,1,1,0,0,1.247e-12
2,6422,21,9,5,2,1,1,0,1,1.169e-14
2,6442,21,9,5,2,1,2,0,0,1.711e-23
2,6462,21,9,5,2,1,2,0,1,2.746e-20
2,6482,21,9,5,2,1,1,1,0,-3.045e-19
2,6502,21,9,5,2,1,1,1,1,-4.770e-19
2,6522,21,9,5,2,1,2,1,0,-4.229e-28
2,6542,21,9,5,2,1,2,1,1,-6.222e-24
2,6562,21,10,1,2,1,1,0,0,7.844e-12
2,6582,21,10,1,2,1,1,0,1,4.434e-14
2,6602,21,10,1,2,1,2,0,0,3.998e-40
2,6622,21,10,1,2,1,2,0,1,2.723e-36
2,6642,21,10,1,2,1,1,1,0,7.070e-16
2,6662,21,10,1,2,1,1,1,1,9.450e-17
2,6682,21,10,1,2,1,2,1,0,1.442e-42
2,6702,21,10,1,2,1,2,1,1,5.211e-38
2,6722,21,10,2,2,1,1,0,0,3.431e-12
2,6742,21,10,2,2,1,1,0,1,2.759e-14
2,6762,21,10,2,2,1,2,0,0,8.536e-50
2,6782,21,10,2,2,1,2,0,1,1.511e-47
2,6802,21,10,2,2,1,1,1,0,5.978e-15
2,6822,21,10,2,2,1,1,1,1,1.009e-15
2,6842,21,10,2,2,1,2,1,0,3.321e-51
2,6862,21,10,2,2,1,2,1,1,4.612e-48
2,6882,21,10,4,2,1,1,0,0,5.066e-13
2,6902,21,10,4,2,1,1,0,1,1.694e-15
2,6922,21,10,4,2,1,2,0,0,4.359e-44
2,6942,21,10,4,2,1,2,0,1,1.711e-40
2,6962,21,10,4,2,1,1,1,0,1.449e-16
2,6982,21,10,4,2,1,1,1,1,9.892e-18
2,7002,21,10,4,2,1,2,1,0,3.149e-46
2,7022,21,10,4,2,1,2,1,1,1.072e-41
2,7042,21,10,5,2,1,1,0,0,3.405e-12
2,7062,21,10,5,2,1,1,0,1,1.836e-14
2,7082,21,10,5,2,1,2,0,0,3.036e-41
2,7102,21,10,5,2,1,2,0,1,3.673e-37
2,7122,21,10,5,2,1,1,1,0,-1.395e-16
2,7142,21,10,5,2,1,1,1,1,-1.704e-17
2,7162,21,10,5,2,1,2,1,0,-1.300e-43
2,7182,21,10,5,2,1,2,1,1,-8.582e-39
